title,genre,release_date,cast,directors,genres,movie_tone,plot
Tejasvini,"Action, Drama",1994-01-01,"['Vijayashanti', 'Deepak Malhotra', 'Kulbhushan Kharbanda']",['N. Chandra'],"['Action', 'Drama']","['serious', 'tense', 'dark']","India's capital Delhi is the center-point of this story, depicted as a degenerate and corrupt city with Members of Parliament with big criminal rap sheets, ruling the roost, transferring or killing honest police officers, promotion their own corrupt cops, openly collecting weekly bribes (haftas) from local businesses, pimps, prostitutes ET AL, even openly holding an auction for bidders to bid for areas for black-marketing purposes. Lala Khurana is the uncrowned king of Delhi and he runs it with the help of a Member of Parliament, & the Director General of Police. His advocate Chintamani Chaubey wants him to contest the next elections, ensuring his win, and making his own laws, appointing his own police officers, who will do his bidding, carrying on without any checks and balance. Khurana likes this idea, but feels he is getting too old, but would like his son, Devendra Kumar, to run and be the next State Chief Minister."
Ekka Raja Rani,"Action, Comedy, Drama, Romance",1994-01-01,"['Vinod Khanna', 'Govinda', 'Ayesha Jhulka']",['Afzal Ahmed'],"['Action', 'Comedy', 'Drama', 'Romance']","['uplifting', 'tense', 'serious']","Barkha saves the life of underworld king Vicky, and as a result he offers her a job and also falls in love with her, but Barkha is in love with Sagar. Will Vicky tolerate this?"
Mammo,Drama,1994-01-01,"['Khalid Mohamed', 'Shama Zaidi', 'Javed Siddiqui']",['Shyam Benegal'],['Drama'],"['neutral', 'serious', 'emotional']","Mammo is an account of a certain period in the life of Riyaz, a teenager who lives with his grandmother Fayyazi as they get a visit from his grandma’s sister Mehmooda Begum Anwar Ali, commonly known as ‘Mammo’."
"Father, Son and Holy War",Documentary,1994-01-02,['Anand Patwardhan'],['Anand Patwardhan'],['Documentary'],['neutral'],Filmmaker Anand Patwardhan looks to history and psychology as he delves into the possible reasons behind the demolition of the Babri Mosque.
Zid,"Drama, Romance",1994-01-07,['Moin-ud-din'],['Esmayeel Shroff'],"['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']","Jay is the only child and has been brought up with his grandmother, who pampers him, and never refuses him anything. When Jay wants a horse, she gets one, and he names it ""Didaara"". But Jay's love for the horse becomes a obsession, he becomes an ardent though inexperienced rider, and suffers an injury. His grandmother decides that it is time that she gave away Dildaara. When Jay finds that his horse is missing, he confronts his grandmother, and is shocked to learn that she has given away his horse. His grandmother does not know that by giving away his horse, she has changed her's and his lives forever - for Jay leaves and never returns. But how can Jay, a young man, without any skills, survive any single day without his grandmother's support?"
Zid,"Drama, Romance",1994-01-07,['Moin-ud-din'],['Esmayeel Shroff'],"['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']","A journalist, who is still in love with his ex-girlfriend, becomes the obsession of his landlord's daughter."
Sardar,"Drama, History",1994-01-07,"['Hriday Lani', 'Vijay Tendulkar']",['Ketan Mehta'],"['Drama', 'History']","['neutral', 'serious', 'emotional']","Sardar is a 1993 Indian biopic on Sardar Vallabhbhai Patel, one of India's greatest freedom fighters, directed by Ketan Mehta and written by noted playwright Vijay Tendulkar."
Raja Babu,"Comedy, Drama, Romance",1994-01-10,"['Anees Bazmee', 'Bhagyaraj']",['David Dhawan'],"['Comedy', 'Drama', 'Romance']","['serious', 'neutral', 'lighthearted']","Raja Babu is a rich, spoiled, country bumpkin who lives a carefree, luxury lifestyle until the girl he loves rejects him and his parents reveal that he was adopted."
Zamane Se Kya Darna,"Action, Drama, Romance",1994-01-14,"['Shyam Goel', 'Rajeev Kaul']",['Bobby Raj'],"['Action', 'Drama', 'Romance']","['uplifting', 'serious', 'tense']","Since childhood, Vikram has held a deep grudge against his father for deserting him as a boy. Will his attraction to an unlikely love interest cure him of his resentment, or will it make things worse?"
Elaan,"Drama, Action, Thriller, Crime",1994-01-21,['Dilip Shukla'],['Guddu Dhanoa'],"['Drama', 'Action', 'Thriller', 'Crime']","['tense', 'serious', 'dark']","Naresh Kumar Saxena lives with his widowed mom and sister, Seema. He works as a freelance photographer and journalist. One day he meets with Mala Mehta and her dad, who is the Editor of a Newspaper. Mr. Mehta hires Naresh and assigns him to go to a remote island to investigate and expose some illegal activities there. Naresh goes there in the company of his friend, Shyam. Unfortunately, Naresh is caught by the island guards and lodged in a cell along with two others, one a scientist and Ram Singh, a hoodlum. The scientist confides in Naresh that he has invented an atomic ring that when inserted in someone's mouth will turn that person invisible, and subsequently passes away. Naresh puts the ring in his mouth, takes off his clothes, turns invisible and escapes."
Elaan,"Drama, Action, Thriller, Crime",1994-01-21,['Dilip Shukla'],['Guddu Dhanoa'],"['Drama', 'Action', 'Thriller', 'Crime']","['tense', 'serious', 'dark']","Vishal Chaudhry is the second son of Assistant Police Commissioner of Police, Ramakant Chaudhry. His eldest son, Vikas, was killed by unknown elements, who are still at large. Ramakant is honest and dedicated, and in a corrupt city, is considered a major liability. Vishal is hot-tempered, and this often leads him into fist fights. When Vishal witnesses a murder, and is able to identify the killer, the son of a prominent and well-known person, his father disbelieves his son, and is reluctant to arrest the culprit. He does reconsider, and goes ahead with the arrest, only to have his wife, Parvati, abducted and released - with a time-bomb tied to her waist. Vishal and Ramakant must now decide whether to save their mother and wife respectively, or to compromise with the killer, his father, and corrupt elements within the police force itself."
Elaan,"Drama, Action, Thriller, Crime",1994-01-21,['Dilip Shukla'],['Guddu Dhanoa'],"['Drama', 'Action', 'Thriller', 'Crime']","['tense', 'serious', 'dark']","India is held at ransom by international extortionist, Baba Sikander and his brothers. It is up to five heroes to stop him."
Aag Aur Chingari,Action,1994-01-28,"['Ravi Kishan', 'Kiran Kumar', 'Sripradha']",['Kanti Shah'],['Action'],"['dark', 'neutral', 'exciting']","In order to exact revenge on his sister, a dacoit kidnaps her daughter and includes her in his gang. However, the girl soon escapes and plans to destroy him."
Dulaara,"Mystery, Crime, Thriller",1994-01-28,['Satish Jain'],['Vimal Kumar'],"['Mystery', 'Crime', 'Thriller']","['suspenseful', 'neutral', 'tense']","Raja's adoptive father, James Joyner, was once a career-criminal who was gunned down by the police; thus when there are killings in and around the city Raja becomes a suspect - only to learn that he is being framed for someone else's crime; while on the other hand Inspector Vijay Chauhan is looking for evidence to incarcerate him."
Dilwale,"Action, Drama, Romance",1994-01-29,['Karan Razdan'],['Harry Baweja'],"['Action', 'Drama', 'Romance']","['uplifting', 'serious', 'tense']","The Police Commissioner, Advocate Sinha and Police Inspector Vikram Singh arrive at the Central Mental Hospital to speak with an inmate, Arun Saxena. They hope to get Vikram to befriend Arun so that they could unravel the mystery as to why Arun ended up romancing wealthy Sapna, then getting involved with Jyoti, and subsequently killing her. Arun is arrested, confesses to the the homicide and is sentenced to be hanged. This news unsettles Arun to such an extend that he becomes mentally unstable and is institutionalized. Vikram hopes to befriend Arun, get him cured and medically discharged, and ensure that he is hanged."
Dilwale,"Action, Drama, Romance",1994-01-29,['Karan Razdan'],['Harry Baweja'],"['Action', 'Drama', 'Romance']","['uplifting', 'serious', 'tense']",Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.
Sangdil Sanam,"Action, Crime",1994-02-02,"['Anwar Khan', 'Tanveer Khan', 'Shomu Mukherjee']",['Shomu Mukherjee'],"['Action', 'Crime']","['dark', 'neutral', 'exciting']","Kailash Nath is the Manager of a Bank and lives a comfortable lifestyle with his wife and son. He is friendly with the Bank Watchman, Shankar Dayal Khurana, so much so that he arranges the marriage of Kishan with Shankar's daughter, Sanam."
Madhosh,"Romance, Drama, Music, Action",1994-02-04,['Salim Raza'],['Vikram Bhatt'],"['Romance', 'Drama', 'Music', 'Action']","['exciting', 'serious', 'tense']",Loosely based on Shakespeare's Romeo and Juliet
Madhosh,"Romance, Drama, Music, Action",1994-02-04,['Salim Raza'],['Vikram Bhatt'],"['Romance', 'Drama', 'Music', 'Action']","['exciting', 'serious', 'tense']","Raj is wealthy and a womanizer and his lifelong friend Goldie is a self made pop singer. Goldie tries to make Raj realize that women are not mere objects of desire, but with no results. Raj..."
Madhosh,"Romance, Drama, Music, Action",1994-02-04,['Salim Raza'],['Vikram Bhatt'],"['Romance', 'Drama', 'Music', 'Action']","['exciting', 'serious', 'tense']","Much to his disapproval, a wealthy man finds history repeating itself when his daughter falls in love with a poor boy, who also happens to be the son of a past enemy."
Mahakaal,"Horror, Action, Comedy",1994-02-11,"['Kafil Azar', 'Sayed Sultan', 'Y.V. Tyagi']","['Shyam Ramsay', 'Tulsi Ramsay']","['Horror', 'Action', 'Comedy']","['uplifting', 'scary', 'tense']","A demon torments the family and friends of Anita in order to take revenge on his death, which was caused by her police-officer father."
Fearless: The Hunterwali Story,Documentary,1994-02-15,['Fearless Nadia'],['Riyad Vinci Wadia'],['Documentary'],['neutral'],A retrospective documentary about the life of Mary Evans Wadia AKA Fearless Nadia.
Prem Shakti,"Romance, Action, Drama, Fantasy",1994-02-25,"['Madan Joshi', 'Jyothika Mittra']",['Shibu Mitra'],"['Romance', 'Action', 'Drama', 'Fantasy']","['uplifting', 'thought-provoking', 'tense']","A man (Govinda) falls in love with a living mannequin (Karisma Kapoor), and each learn they were lovers in a previous life.  Remake of the American movie Mannequin."
Kabhi Haan Kabhi Naa,"Comedy, Drama, Romance",1994-02-25,"['Pankaj Advani', 'Ranjit Kapoor', 'Kundan Shah']",['Kundan Shah'],"['Comedy', 'Drama', 'Romance']","['serious', 'neutral', 'lighthearted']","A man belongs to a middle-class family and is intent on pursuing his career with a music group, despite his dad's disapproval. He is also in love with the lead singer, but she sees him mainly as a friend."
Insaniyat,"Action, Crime, Drama",1994-03-11,"['Vijay Kaul', 'Ramesh Yadav']",['Tony Juneja'],"['Action', 'Crime', 'Drama']","['tense', 'serious', 'dark']",A once loyal soldier faces many challenges after turning into a rebel.
Insaniyat,"Action, Crime, Drama",1994-03-11,"['Vijay Kaul', 'Ramesh Yadav']",['Tony Juneja'],"['Action', 'Crime', 'Drama']","['tense', 'serious', 'dark']",A Police officer seeks the help of two gangsters to combat terrorism.
Khuddar,"Action, Drama",1994-03-16,['Iqbal Durrani'],['Iqbal Durrani'],"['Action', 'Drama']","['serious', 'tense', 'dark']","A lone honest cop fights back against forces much more powerful than him as his city descends into a hellish nightmare of violence, rape, and corruption."
Laadla,"Drama, Romance, Family",1994-03-17,['Anees Bazmee'],['Raj Kanwar'],"['Drama', 'Romance', 'Family']","['thought-provoking', 'serious', 'neutral']","Seeta marries a poor man against her family's wishes and becomes pregnant. Savitri, her sister, is childless and yearns to have a baby so Seeta gives away her child to her sister."
Laadla,"Drama, Romance, Family",1994-03-17,['Anees Bazmee'],['Raj Kanwar'],"['Drama', 'Romance', 'Family']","['thought-provoking', 'serious', 'neutral']","Laadla is the story of the kind-hearted Raju, who lives with his disabled mom. One day Raju, on his way to a job interview, saves the life of a rich textile mill owner who offers him a job in his factory. The mill is run by his ambitious daughter Sheetal, whose competitive attitude and open insults have made her many enemies. Raju and Sheetal clash often, until Sheetal tries to get the upper hand by forcing Raju to marry her, even though he has already fallen in love with Kaajal."
